Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39622537,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11370,31-15 75 STREET,75 STREET,31 AVENUE,32 AVENUE,,,ADDRESS,East Elmhurst,,N/A,Open,08/01/2018 06:52:08 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,03 QUEENS,4011460052,QUEENS,1014045,215513,ONLINE,Unspecified,QUEENS,,,,,,,,40.758159683393885,-73.89245191199625,"(40.758159683393885, -73.89245191199625)"
39622399,07/02/2018 12:00:00 AM,07/02/2018 02:33:21 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11416,102-02 101 AVENUE,101 AVENUE,102 STREET,103 STREET,,,ADDRESS,Ozone Park,,N/A,Closed,07/16/2018 02:10:41 PM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",07/02/2018 02:33:00 PM,09 QUEENS,4094200001,QUEENS,1028451,189167,PHONE,Unspecified,QUEENS,,,,,,,,40.6857861205319,-73.84062510616137,"(40.6857861205319, -73.84062510616137)"
39630174,07/02/2018 12:00:00 AM,07/02/2018 06:00:00 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10022,127 EAST   60 STREET,EAST   60 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,07/16/2018 10:42:38 AM,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",07/02/2018 06:00:00 PM,08 MANHATTAN,1013950012,MANHATTAN,993037,217296,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76309939700253,-73.9682800832147,"(40.76309939700253, -73.9682800832147)"
39630046,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Mixed Use Building,10472,1113 WARD AVENUE,WARD AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,08/01/2018 07:28:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:39:00 PM,09 BRONX,2037410001,BRONX,1018346,240435,PHONE,Unspecified,BRONX,,,,,,,,40.826548239211164,-73.87680051310907,"(40.826548239211164, -73.87680051310907)"
39629797,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238,,,,,VANDERBILT AVENUE,ST MARKS AVENUE,INTERSECTION,BROOKLYN,,N/A,Assigned,08/01/2018 10:02:38 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 10:06:33 AM,08 BROOKLYN,,BROOKLYN,992975,186490,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67854443144062,-73.96854382900091,"(40.67854443144062, -73.96854382900091)"
39629705,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11691,451 BEACH   47 STREET,BEACH   47 STREET,BEACH CHANNEL DRIVE,NORTON AVENUE,,,ADDRESS,Far Rockaway,,N/A,Assigned,08/01/2018 04:57:19 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 05:01:11 PM,14 QUEENS,4159720037,QUEENS,1045802,156689,PHONE,Unspecified,QUEENS,,,,,,,,40.59653761284746,-73.77835939340243,"(40.59653761284746, -73.77835939340243)"
39629695,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11375,77-34 AUSTIN STREET,AUSTIN STREET,77 AVENUE,77 ROAD,,,ADDRESS,Forest Hills,,N/A,Assigned,08/01/2018 03:00:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:05:27 PM,06 QUEENS,4033340292,QUEENS,1029908,199610,ONLINE,Unspecified,QUEENS,,,,,,,,40.71444226799476,-73.83530083813238,"(40.71444226799476, -73.83530083813238)"
39629690,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11422,243-22 WELLER AVE,WELLER AVE,,,,,LATLONG,ROSEDALE,,N/A,Assigned,08/01/2018 11:33:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1057012,180192,MOBILE,Unspecified,QUEENS,,,,,,,,40.66096316170646,-73.73774051063974,"(40.66096316170646, -73.73774051063974)"
39629625,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,106 WEST  114 STREET,WEST  114 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 09:43:57 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:49:59 AM,10 MANHATTAN,1018230039,MANHATTAN,997759,231088,PHONE,Unspecified,MANHATTAN,,,,,,,,40.800948816392264,-73.95120655329687,"(40.800948816392264, -73.95120655329687)"
39629610,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10035,,,,,EAST 125 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,N/A,Assigned,08/01/2018 10:33:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 10:40:55 AM,11 MANHATTAN,,MANHATTAN,1001575,232339,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80437580929752,-73.93742023722204,"(40.80437580929752, -73.93742023722204)"
39629256,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10025,218 WEST  104 STREET,WEST  104 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 08:29:01 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:33:48 AM,07 MANHATTAN,1018750041,MANHATTAN,993278,230533,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79943120771864,-73.96739231760297,"(40.79943120771864, -73.96739231760297)"
39629229,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11231,PRESIDENT ST,PRESIDENT ST,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 09:35:29 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:39:29 AM,Unspecified BROOKLYN,,BROOKLYN,985820,187384,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68100241941083,-73.99433948335252,"(40.68100241941083, -73.99433948335252)"
39629227,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11426,82-60 250 STREET,250 STREET,82 AVENUE,83 AVENUE,,,ADDRESS,Bellerose,,N/A,Assigned,08/01/2018 03:56:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 04:02:54 PM,13 QUEENS,4085810034,QUEENS,1062275,208291,PHONE,Unspecified,QUEENS,,,,,,,,40.73804313853699,-73.71844543113076,"(40.73804313853699, -73.71844543113076)"
39628652,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10024,124 WEST   79 STREET,WEST   79 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 02:55:50 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:02:14 PM,07 MANHATTAN,1011500041,MANHATTAN,990785,224301,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7823282409866,-73.97640269524719,"(40.7823282409866, -73.97640269524719)"
39628651,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11102,30-74 32 STREET,32 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,Astoria,,N/A,Assigned,08/01/2018 09:05:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:15:02 PM,01 QUEENS,4006150066,QUEENS,1005855,217921,PHONE,Unspecified,QUEENS,,,,,,,,40.76479282823383,-73.92200679385672,"(40.76479282823383, -73.92200679385672)"
39628624,07/02/2018 12:00:00 AM,06/14/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,95 EASTERN PARKWAY,EASTERN PARKWAY,UNDERHILL AVENUE,BEND,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 06:12:57 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:22:10 PM,08 BROOKLYN,3011790071,BROOKLYN,993739,184332,PHONE,Unspecified,BROOKLYN,,,,,,,,40.672620422134116,-73.9657924245824,"(40.672620422134116, -73.9657924245824)"
39628622,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,,,,,ROCHESTER AVENUE,UNION STREET,INTERSECTION,BROOKLYN,,N/A,Assigned,08/01/2018 11:01:05 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 11:09:08 AM,09 BROOKLYN,,BROOKLYN,1004101,182535,PHONE,Unspecified,BROOKLYN,,,,,,,,40.667670889603706,-73.92844301314679,"(40.667670889603706, -73.92844301314679)"
39628621,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11205,65 CLERMONT AVE,CLERMONT AVE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 03:27:11 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:33:54 PM,Unspecified BROOKLYN,,BROOKLYN,992280,192737,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69569167134112,-73.97104206119533,"(40.69569167134112, -73.97104206119533)"
39628620,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10034,4996 BROADWAY,BROADWAY,,,,,LATLONG,NEW YORK,,N/A,Assigned,08/01/2018 07:16:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:18:47 PM,Unspecified MANHATTAN,,MANHATTAN,1006733,255628,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86828572345944,-73.91871093167232,"(40.86828572345944, -73.91871093167232)"
39628455,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11377,3950 60TH ST,60TH ST,,,,,LATLONG,WOODSIDE,,N/A,Assigned,08/01/2018 02:19:33 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:22:40 AM,Unspecified QUEENS,,QUEENS,1010702,211142,MOBILE,Unspecified,QUEENS,,,,,,,,40.74617303568678,-73.90453599540652,"(40.74617303568678, -73.90453599540652)"
39628447,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,52 BARKER STREET,BARKER STREET,TRINITY PLACE,CASTLETON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 02:57:38 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:08:35 PM,01 STATEN ISLAND,5001980095,STATEN ISLAND,950531,171007,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63598711397291,-74.12148934340222,"(40.63598711397291, -74.12148934340222)"
39628113,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11434,137-42 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,137 AVENUE,140 AVENUE,,,ADDRESS,Jamaica,,N/A,Assigned,08/01/2018 01:34:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 01:39:45 PM,12 QUEENS,4123090017,QUEENS,1046840,184053,PHONE,Unspecified,QUEENS,,,,,,,,40.671638460393936,-73.7743679064155,"(40.671638460393936, -73.7743679064155)"
39628028,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11225,269 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 02:11:00 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:16:32 PM,09 BROOKLYN,3013080070,BROOKLYN,997280,181115,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66378597183029,-73.95303344030395,"(40.66378597183029, -73.95303344030395)"
39628027,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10314,343 HILLMAN AVENUE,HILLMAN AVENUE,BEND,MORGAN LANE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 11:22:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 11:28:45 AM,02 STATEN ISLAND,,STATEN ISLAND,939087,162624,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.612926617153484,-74.16266583229645,"(40.612926617153484, -74.16266583229645)"
39628026,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11236,1352 EAST   91 STREET,EAST   91 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 11:54:34 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:05:28 PM,18 BROOKLYN,3082360049,BROOKLYN,1011689,171392,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63706553656227,-73.90113586983354,"(40.63706553656227, -73.90113586983354)"
39627470,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10309,,,,,HEMLOCK STREET,MASON BOULEVARD,INTERSECTION,STATEN ISLAND,,N/A,Assigned,08/01/2018 02:17:08 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:32:24 PM,03 STATEN ISLAND,,STATEN ISLAND,925882,137609,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.54418842714316,-74.21001077307257,"(40.54418842714316, -74.21001077307257)"
39627422,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11220,6022 5TH AVE,5TH AVE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 12:54:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:56:36 PM,Unspecified BROOKLYN,,BROOKLYN,979568,172158,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63920930618397,-74.01687002561339,"(40.63920930618397, -74.01687002561339)"
39627289,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10305,106 LACONIA AVENUE,LACONIA AVENUE,REID AVENUE,BENTON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 11:23:36 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 11:28:45 AM,02 STATEN ISLAND,5033520017,STATEN ISLAND,960589,155223,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.592695893965754,-74.08519515068105,"(40.592695893965754, -74.08519515068105)"
39626927,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10306,418 RIGA STREET,RIGA STREET,OAK AVENUE,ISABELLA AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 11:33:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,03 STATEN ISLAND,5040240012,STATEN ISLAND,952496,142989,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55909069625714,-74.1142777733852,"(40.55909069625714, -74.1142777733852)"
39626812,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11234,2071 EAST   65 STREET,EAST   65 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 09:19:46 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:25:55 AM,18 BROOKLYN,3084080047,BROOKLYN,1008595,164235,PHONE,Unspecified,BROOKLYN,,,,,,,,40.617430130624186,-73.91230951774045,"(40.617430130624186, -73.91230951774045)"
39626720,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11218,470 STRATFORD ROAD,STRATFORD ROAD,DORCHESTER ROAD,DITMAS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 02:36:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:41:54 PM,14 BROOKLYN,3051740008,BROOKLYN,993298,171298,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63684540594165,-73.96739970371816,"(40.63684540594165, -73.96739970371816)"
39626334,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Mixed Use Building,10044,580 MAIN STREET,MAIN STREET,UNNAMED STREET,UNNAMED STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 08:27:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:30:30 PM,08 MANHATTAN,1013730030,MANHATTAN,998351,217244,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76294979178673,-73.94909735321399,"(40.76294979178673, -73.94909735321399)"
39626299,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11420,114-29 117 STREET,117 STREET,LINDEN BOULEVARD,115 AVENUE,,,ADDRESS,South Ozone Park,,N/A,Assigned,08/01/2018 07:56:29 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:00:31 AM,10 QUEENS,4116440054,QUEENS,1033657,186212,ONLINE,Unspecified,QUEENS,,,,,,,,40.67764780518447,-73.82187562370957,"(40.67764780518447, -73.82187562370957)"
39626298,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10026,120 WEST  116 STREET,WEST  116 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 10:23:01 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 10:26:26 AM,10 MANHATTAN,1018250045,MANHATTAN,997906,231628,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8024307423435,-73.95067450267706,"(40.8024307423435, -73.95067450267706)"
39626284,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10306,,,,,EBBITTS STREET,HETT AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Assigned,08/01/2018 03:35:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:40:09 PM,02 STATEN ISLAND,,STATEN ISLAND,955118,143898,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.56159472567332,-74.10484552263897,"(40.56159472567332, -74.10484552263897)"
39626213,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,525 W 169TH ST,W 169TH ST,,,,,LATLONG,NEW YORK,,N/A,Assigned,08/01/2018 09:19:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:22:19 PM,Unspecified MANHATTAN,,MANHATTAN,1001566,245704,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.84105895747271,-73.93741825668319,"(40.84105895747271, -73.93741825668319)"
39626201,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11225,991 PRESIDENT STREET,PRESIDENT STREET,NYCTA SUBWAY,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 05:28:45 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 05:38:05 PM,09 BROOKLYN,3011870066,BROOKLYN,995474,183050,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66909958968033,-73.95953993434152,"(40.66909958968033, -73.95953993434152)"
39620746,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Fountain - Over 5 Gallons,Other,10003,,,,,UNIVERSITY PLACE,WAVERLY PLACE,INTERSECTION,NEW YORK,,N/A,Open,08/01/2018 09:39:27 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,02 MANHATTAN,,MANHATTAN,985480,205496,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73071564168163,-73.9955620193208,"(40.73071564168163, -73.9955620193208)"
39619849,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11215,5 AVENUE,5 AVENUE,9 STREET,10 STREET,,,BLOCKFACE,BROOKLYN,,N/A,Assigned,08/01/2018 12:53:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,987980,182966,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6688753574507,-73.98655421126374,"(40.6688753574507, -73.98655421126374)"
39619770,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11414,149-13 88 STREET,88 STREET,PEDESTRIAN OVERPASS,151 AVENUE,,,ADDRESS,Howard Beach,,N/A,Assigned,08/01/2018 12:05:11 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,10 QUEENS,,QUEENS,1026596,183293,ONLINE,Unspecified,QUEENS,,,,,,,,40.66967241202272,-73.84735054694647,"(40.66967241202272, -73.84735054694647)"
39616564,07/02/2018 12:00:00 AM,05/29/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10014,43 JANE ST,JANE ST,,,,,LATLONG,NEW YORK,,N/A,Pending,08/01/2018 12:54:15 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,05/29/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,982943,208260,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73830212979522,-74.00471634243473,"(40.73830212979522, -74.00471634243473)"
